0,808,Yes,公司,债务担忧加剧，Glencore 暴跌 25%。
1,808,No,经济,债务担忧加剧，Glencore 暴跌 25%。
2,808,No,市场,债务担忧加剧，Glencore 暴跌 25%。
3,808,No,股票,债务担忧加剧，Glencore 暴跌 25%。
4,808,No,其他,债务担忧加剧，Glencore 暴跌 25%。
5,815,Yes,公司,Horizonte 收购邻近的巴西 Glencore 镍矿区
6,815,No,经济,Horizonte 收购邻近的巴西 Glencore 镍矿区
7,815,No,市场,Horizonte 收购邻近的巴西 Glencore 镍矿区
8,815,No,股票,Horizonte 收购邻近的巴西 Glencore 镍矿区
9,815,No,其他,Horizonte 收购邻近的巴西 Glencore 镍矿区
10,820,No,公司,最新消息 1-工程公司 Smiths Group 确认任命 CEO
11,820,No,经济,最新消息 1-工程公司 Smiths Group 确认任命 CEO
12,820,No,市场,最新消息 1-工程公司 Smiths Group 确认任命 CEO
13,820,No,股票,最新消息 1-工程公司 Smiths Group 确认任命 CEO
14,820,Yes,其他,最新消息 1-工程公司 Smiths Group 确认任命 CEO
15,821,Yes,公司,行业新闻 Morrisons 公布将关闭哪些门店，900 个工作岗位面临裁撤
16,821,No,经济,行业新闻 Morrisons 公布将关闭哪些门店，900 个工作岗位面临裁撤
17,821,No,市场,行业新闻 Morrisons 公布将关闭哪些门店，900 个工作岗位面临裁撤
18,821,No,股票,行业新闻 Morrisons 公布将关闭哪些门店，900 个工作岗位面临裁撤
19,821,No,其他,行业新闻 Morrisons 公布将关闭哪些门店，900 个工作岗位面临裁撤
20,827,Yes,公司,Glencore 暴跌 30%，债务担忧加剧
21,827,No,经济,Glencore 暴跌 30%，债务担忧加剧
22,827,No,市场,Glencore 暴跌 30%，债务担忧加剧
23,827,No,股票,Glencore 暴跌 30%，债务担忧加剧
24,827,No,其他,Glencore 暴跌 30%，债务担忧加剧
25,833,No,公司,安本资产管理公司在中国站稳脚跟
26,833,No,经济,安本资产管理公司在中国站稳脚跟
27,833,No,市场,安本资产管理公司在中国站稳脚跟
28,833,No,股票,安本资产管理公司在中国站稳脚跟
29,833,Yes,其他,安本资产管理公司在中国站稳脚跟
30,835,No,公司,ARM公司与国际商业机器公司合作，共同推动中国市场的发展。携手国际商业 机器公司，共同推动...
31,835,No,经济,ARM公司与国际商业机器公司合作，共同推动中国市场的发展。携手国际商业 机器公司，共同推动...
32,835,No,市场,ARM公司与国际商业机器公司合作，共同推动中国市场的发展。携手国际商业 机器公司，共同推动...
33,835,No,股票,ARM公司与国际商业机器公司合作，共同推动中国市场的发展。携手国际商业 机器公司，共同推动...
34,835,Yes,其他,ARM公司与国际商业机器公司合作，共同推动中国市场的发展。携手国际商业 机器公司，共同推动...
35,838,No,公司," ""FTSE 100 因 Glencore 和金属价格担忧而下跌 2.5 个百分点"""
36,838,No,经济," ""FTSE 100 因 Glencore 和金属价格担忧而下跌 2.5 个百分点"""
37,838,No,市场," ""FTSE 100 因 Glencore 和金属价格担忧而下跌 2.5 个百分点"""
